publication_id	publication	time	time_slice_id	type	subfield_id	subdomain_id
4698	LIN_2000_C_785	2000	1	ARTICLE	1	3
4699	LITWIN_2000_C_343	2000	1	ARTICLE	4	4
4700	LITWIN_2000_J_213	2000	1	ARTICLE	4	4
4701	LLOBRERA_2000_E_68	2000	1	ARTICLE	1	0
4702	LOCKIE_2000_S_3	2000	1	ARTICLE	1	3
4703	LOUCH_2000_S_45	2000	1	ARTICLE	4	3
4704	LUTHAR_2000_C_543	2000	1	ARTICLE	1	4
4705	LYMAN_2000_KYOTO_57	2000	1	CHAPTER	0	0
4706	LYNCH_2000_B_1200	2000	1	ARTICLE	4	4
4707	LYNCH_2000_J_404	2000	1	ARTICLE	1	4
4708	LYNCH_2000_S_95	2000	1	ARTICLE	1	0
4709	LYON_2000_W_663	2000	1	ARTICLE	1	3
4710	MACDONAL_2000_S_25	2000	1	ARTICLE	4	4
4711	MACKAY_2000_S_737	2000	1	ARTICLE	1	3
4712	MACLEOD_2000_G_219	2000	1	ARTICLE	1	3
4713	MAGALA_2000_J_312	2000	1	ARTICLE	1	3
4714	MAGDOL_2000_J_183	2000	1	ARTICLE	4	4
4715	MAHLCK_2000_S_81	2000	1	ARTICLE	2	1
4716	MAHONEY_2000_T_507	2000	1	ARTICLE	1	0
4717	MALONEY_2000_C_502	2000	1	ARTICLE	4	4
4718	MAMAN_2000_H_603	2000	1	ARTICLE	1	0
4719	MANDEL_2000_S_285	2000	1	ARTICLE	2	2
4720	MANEY_2000_S_153	2000	1	ARTICLE	1	0
4721	MANNINEN_2000_SIXTH_154	2000	1	CHAPTER	0	3
4722	MANSKI_2000_J_115	2000	1	ARTICLE	4	4
4723	MARCHIOR_2000_P_539	2000	1	ARTICLE	2	1
4724	MARGOLIN_2000_P_591	2000	1	ARTICLE	1	3
4725	MARSDEN_2000_S_424	2000	1	ARTICLE	1	3
4726	MARSHALL_2000_C_397	2000	1	ARTICLE	4	3
4727	MARSHALL_2000_P_102	2000	1	ARTICLE	2	4
4728	MARSTON_2000_P_219	2000	1	ARTICLE	1	3
4729	MARTIN_2000_I_715	2000	1	ARTICLE	3	3
4730	MAY_2000_T_407	2000	1	ARTICLE	2	-1
4731	MAZNEVSK_2000_O_473	2000	1	ARTICLE	1	0
4732	MCAULEY_2000_P_608	2000	1	ARTICLE	4	4
4733	MCCARTHY_2000_J_75	2000	1	ARTICLE	4	3
4734	MCCOMB_2000_A_1103	2000	1	ARTICLE	4	1
4735	MCGUIRK_2000_U_651	2000	1	ARTICLE	1	3
4736	MCGURTY_2000_S_373	2000	1	ARTICLE	1	0
4737	MCKEEHAN_2000_S_1295	2000	1	ARTICLE	4	4
4738	MCKENNA_2000_P_57	2000	1	ARTICLE	4	3
4739	MEADOWS_2000_F_67	2000	1	ARTICLE	3	3
4740	MEARS_2000_S_289	2000	1	ARTICLE	4	4
4741	MELIN_2000_R_31	2000	1	ARTICLE	2	1
4742	MESTON_2000_J_399	2000	1	ARTICLE	4	4
4743	MICHAEL_2000_C_2176	2000	1	ARTICLE	4	4
4744	MILARDO_2000_J_861	2000	1	ARTICLE	4	3
4745	MILBERG_2000_O_35	2000	1	ARTICLE	1	0
4746	MILLER_2000_J	2000	1	BOOK	4	4
4747	MOHR_2000_P_57	2000	1	ARTICLE	3	0
4748	MOISIADI_2000_INTERNATIONAL_85	2000	1	CHAPTER	2	0
4749	MOLINA_2000_A_663	2000	1	ARTICLE	1	4
4750	MOLM_2000_A_1396	2000	1	ARTICLE	1	0
4751	MOORE_2000_J_52	2000	1	ARTICLE	1	1
4752	MOORE_2000_P_5678	2000	1	ARTICLE	2	1
4753	MOORE_2000_P_7059	2000	1	ARTICLE	2	1
4754	MORAN-EL_2000_SOCIOL	2000	1	BOOK	1	3
4755	MORELAND_2000_O_117	2000	1	ARTICLE	0	0
4756	MORRIS_2000_R_57	2000	1	ARTICLE	2	4
4757	MUNCER_2000_C_1017	2000	1	ARTICLE	3	3
4758	MUNRO_2000_O_679	2000	1	ARTICLE	1	3
4759	MURDOCH_2000_E_107	2000	1	ARTICLE	1	3
4760	MURDOCH_2000_J_407	2000	1	ARTICLE	1	3
4761	MURRAY_2000_J_1224	2000	1	ARTICLE	4	0
4762	MUTH_2000_I_899	2000	1	ARTICLE	4	1
4763	NARAYAN_2000_SOCIAL_269	2000	1	CHAPTER	1	3
4764	NATARAJA_2000_C_273	2000	1	ARTICLE	3	2
4765	NERESINI_2000_P_359	2000	1	ARTICLE	1	3
4766	NESTMANN_2000_G_259	2000	1	ARTICLE	4	4
4767	NEWMAN_2000_J_819	2000	1	ARTICLE	2	1
4768	NEWMAN_2000_P_3201	2000	1	ARTICLE	2	1
4769	NIEUWBEE_2000_S_313	2000	1	ARTICLE	4	4
4770	NISHIDA_2000_KES'2000_1	2000	1	CHAPTER	1	0
4771	NONAKA_2000_L_5	2000	1	ARTICLE	2	0
4772	NOOTEBOO_2000_O_915	2000	1	ARTICLE	1	0
4773	NYAMATHI_2000_N_318	2000	1	ARTICLE	4	4
4774	O'DONNEL_2000_S_525	2000	1	ARTICLE	2	0
4775	O'NEILL_2000_G_121	2000	1	ARTICLE	1	3
4776	OLDENBUR_2000_M_489	2000	1	ARTICLE	1	4
4777	OLIVERA_2000_J_811	2000	1	ARTICLE	1	0
4778	OLSON_2000_H_139	2000	1	ARTICLE	1	0
4779	ORLEANS_2000_S_56	2000	1	ARTICLE	4	3
4780	ORLIKOWS_2000_O_404	2000	1	ARTICLE	0	0
4781	OSTERLOH_2000_O_538	2000	1	ARTICLE	1	0
4782	OSTROM_2000_J_137	2000	1	ARTICLE	2	3
4783	OSTROM_2000_SOCIAL_172	2000	1	CHAPTER	1	3
4784	OSWALD_2000_J_65	2000	1	ARTICLE	4	4
4785	O_2000_DEVELOPING_446	2000	1	CHAPTER	1	0
4786	PALDAM_2000_J_629	2000	1	ARTICLE	1	3
4787	PALONEN_2000_PROCEEDINGS_334	2000	1	CHAPTER	3	3
4788	PAPACHAR_2000_J_175	2000	1	ARTICLE	4	1
4789	PAPENDIE_2000_L_129	2000	1	ARTICLE	3	1
4790	PARK_2000_J_272	2000	1	ARTICLE	4	4
4791	PASSY_2000_S_117	2000	1	ARTICLE	1	0
4792	PASTOR_2000_U_474	2000	1	ARTICLE	1	3
4793	PATTIE_2000_A_41	2000	1	ARTICLE	4	4
4794	PATTISON_2000_J_536	2000	1	ARTICLE	2	2
4795	PEARSON_2000_D_21	2000	1	ARTICLE	4	2
4796	PEIRCE_2000_H_28	2000	1	ARTICLE	4	4
4797	PEKKOLA_2000_J_381	2000	1	ARTICLE	0	3
4798	PELLEGRI_2000_A_699	2000	1	ARTICLE	4	4
4799	PENG_2000_A_486	2000	1	ARTICLE	1	0
4800	PENNINGT_2000_P_233	2000	1	ARTICLE	1	3
4801	PERICARD_2000_R_797	2000	1	ARTICLE	1	3
4802	PESCOSOL_2000_A_52	2000	1	ARTICLE	1	3
4803	PETERSEN_2000_A_763	2000	1	ARTICLE	4	3
4804	PHILLIPS_2000_B_837	2000	1	ARTICLE	4	4
4805	PINQUART_2000_P_187	2000	1	ARTICLE	4	4
4806	POLLOCK_2000_H_292	2000	1	ARTICLE	4	0
4807	PORTER_2000_E_15	2000	1	ARTICLE	1	0
4808	PORTES_2000_J_529	2000	1	ARTICLE	1	3
4809	PORTES_2000_S_1	2000	1	ARTICLE	1	3
4810	POSNER_2000_D_427	2000	1	ARTICLE	1	3
4811	POSTMES_2000_H_341	2000	1	ARTICLE	1	3
4812	POULIN_2000_S_187	2000	1	ARTICLE	2	1
4813	PRATT_2000_G_425	2000	1	ARTICLE	1	3
4814	QURESHI_2000_G_129	2000	1	ARTICLE	1	0
4815	RADESPIE_2000_A_21	2000	1	ARTICLE	4	1
4816	RANGAN_2000_A_813	2000	1	ARTICLE	1	0
4817	RANGAN_2000_J_205	2000	1	ARTICLE	1	0
4818	RANKIN_2000_S_139	2000	1	ARTICLE	4	3
4819	RAO_2000_A_268	2000	1	ARTICLE	1	0
4820	RAPKIN_2000_ADDICTION	2000	1	BOOK	4	4
4821	RAU_2000_O_144	2000	1	ARTICLE	4	0
4822	REES_2000_P_179	2000	1	ARTICLE	1	3
4823	RENZULLI_2000_S_523	2000	1	ARTICLE	4	3
4824	RESNICK_2000_C_45	2000	1	ARTICLE	2	0
4825	RIAIN_2000_A_187	2000	1	ARTICLE	1	3
4826	RIVIERE_2000_R_685	2000	1	ARTICLE	4	3
4827	ROBERTS_2000_Q_259	2000	1	ARTICLE	3	0
4828	ROBERTS_2000_S_65	2000	1	ARTICLE	1	2
4829	ROCH_2000_A_777	2000	1	ARTICLE	1	4
4830	RODKIN_2000_D_14	2000	1	ARTICLE	2	4
4831	RODRIGUE_2000_L_125	2000	1	ARTICLE	2	0
4832	ROGERS_2000_P_141	2000	1	ARTICLE	1	3
4833	ROKACH_2000_S_329	2000	1	ARTICLE	4	4
4834	ROOKS_2000_A_123	2000	1	ARTICLE	1	0
4835	ROSE_2000_P_33	2000	1	ARTICLE	1	3
4836	ROSE_2000_SOCIAL_147	2000	1	CHAPTER	1	3
4837	ROSE_2000_S_1421	2000	1	ARTICLE	4	3
4838	ROSSEL_2000_Z_485	2000	1	ARTICLE	1	0
4839	ROSS_2000_A_581	2000	1	ARTICLE	4	4
4840	ROTHENBE_2000_A_2191	2000	1	ARTICLE	4	1
4841	ROTHENBE_2000_S_12	2000	1	ARTICLE	3	1
4842	ROTOLO_2000_S_271	2000	1	ARTICLE	4	3
4843	ROWEIS_2000_S_2323	2000	1	ARTICLE	2	2
4844	ROWETON_2000_P_558	2000	1	ARTICLE	4	2
4845	ROWLEY_2000_S_369	2000	1	ARTICLE	1	0
4846	RUHNAU_2000_S_357	2000	1	ARTICLE	2	2
4847	RULKE_2000_M_612	2000	1	ARTICLE	2	3
4848	RYAN_2000_A_68	2000	1	ARTICLE	1	3
4849	SACK_2000_J_73	2000	1	ARTICLE	0	1
4850	SARGENT_2000_W_245	2000	1	ARTICLE	4	4
4851	SAVOLAIN_2000_A_185	2000	1	ARTICLE	0	1
4852	SCHAFFT_2000_S_201	2000	1	ARTICLE	1	3
4853	SCHNEIDE_2000_H_72	2000	1	ARTICLE	4	3
4854	SEEMAN_2000_A_362	2000	1	ARTICLE	4	4
4855	SEIDEL_2000_A_1	2000	1	ARTICLE	1	3
4856	SHAH_2000_A_101	2000	1	ARTICLE	1	0
4857	SHANE_2000_A_217	2000	1	ARTICLE	1	0
4858	SHANE_2000_O_448	2000	1	ARTICLE	1	0
4859	SHAW_2000_J_135	2000	1	ARTICLE	4	4
4860	SHENHAV_2000_O_373	2000	1	ARTICLE	1	0
4861	SHIGEMI_2000_J_284	2000	1	ARTICLE	4	4
4862	SHI_2000_I_888	2000	1	ARTICLE	2	1
4863	SHODA_2000_E_407	2000	1	ARTICLE	2	3
4864	SHRUM_2000_S_95	2000	1	ARTICLE	1	3
4865	SHULMAN_2000_J_688	2000	1	ARTICLE	4	4
4866	SIEVING_2000_J_27	2000	1	ARTICLE	4	4
4867	SINCLAIR_2000_E_487	2000	1	ARTICLE	1	3
4868	SINCLAIR_2000_R_89	2000	1	ARTICLE	1	2
4869	SKYRMS_2000_P_9340	2000	1	ARTICLE	2	3
4870	SLUZKI_2000_F_271	2000	1	ARTICLE	4	4
4871	SMEULDER_2000_I_1349	2000	1	ARTICLE	0	1
4872	SMITH_2000_A_1237	2000	1	ARTICLE	4	1
4873	SMITH_2000_E_371	2000	1	ARTICLE	2	4
4874	SMITH_2000_S_509	2000	1	ARTICLE	4	3
4875	SOLOMON_2000_P_239	2000	1	ARTICLE	2	1
4876	SONNENWA_2000_I_461	2000	1	ARTICLE	0	0
4877	SORENSEN_2000_J	2000	1	BOOK	4	4
4878	SORENSON_2000_A_424	2000	1	ARTICLE	1	0
4879	SPORNS_2000_C_127	2000	1	ARTICLE	2	1
4880	SPRECHER_2000_P_325	2000	1	ARTICLE	4	3
4881	STANCLIF_2000_J_281	2000	1	ARTICLE	4	4
4882	STANDIFI_2000_J_21	2000	1	ARTICLE	1	0
4883	STARKEY_2000_O_299	2000	1	ARTICLE	1	0
4884	STEENSLA_2000_S_291	2000	1	ARTICLE	1	4
4885	STEIER_2000_O_163	2000	1	ARTICLE	1	0
4886	STEINKE_2000_S_131	2000	1	ARTICLE	1	3
4887	STEVENSO_2000_A_651	2000	1	ARTICLE	1	0
4888	STIGLITZ_2000_SOCIAL_59	2000	1	CHAPTER	1	0
4889	STOLL_2000_E_201	2000	1	ARTICLE	4	3
4890	STRAITS_2000_S_123	2000	1	ARTICLE	4	3
4891	STRATHDE_2000_N_131	2000	1	ARTICLE	1	3
4892	STUART_2000_S_791	2000	1	ARTICLE	1	0
4893	SUAREZ_2000_A_47	2000	1	ARTICLE	4	4
4894	SUGIHARA_2000_E_400	2000	1	ARTICLE	4	4
4895	SUITOR_2000_S_299	2000	1	ARTICLE	4	4
4896	SWINDLE_2000_J_35	2000	1	ARTICLE	4	4
4897	SWYNGEDO_2000_E_63	2000	1	ARTICLE	1	3
4898	SZNAJD-W_2000_I_1157	2000	1	ARTICLE	2	1
4899	SZULANSK_2000_O_9	2000	1	ARTICLE	2	0
4900	TAN_2000_P_437	2000	1	ARTICLE	1	3
4901	TARDY_2000_J_433	2000	1	ARTICLE	1	4
4902	TAYLOR_2000_E_1105	2000	1	ARTICLE	1	3
4903	TAYLOR_2000_J_58	2000	1	ARTICLE	4	3
4904	TAYLOR_2000_P_341	2000	1	ARTICLE	1	3
4905	TAYLOR_2000_P_411	2000	1	ARTICLE	1	4
4906	TENENBAU_2000_S_2319	2000	1	ARTICLE	2	1
4907	TESSARO_2000_H_603	2000	1	ARTICLE	4	4
4908	THOMAS_2000_J_591	2000	1	ARTICLE	4	0
4909	THOMESE_2000_A_55	2000	1	ARTICLE	4	4
4910	THOMPSON_2000_D_657	2000	1	ARTICLE	4	4
4911	THRIFT_2000_A_674	2000	1	ARTICLE	1	3
4912	TILLY_2000_S_1	2000	1	ARTICLE	1	0
4913	TREVILLI_2000_B_505	2000	1	ARTICLE	1	3
4914	TRINKOFF_2000_N_83	2000	1	ARTICLE	4	4
4915	TRIPATHI_2000_P_218	2000	1	ARTICLE	4	1
4916	TSAI_2000_S_925	2000	1	ARTICLE	1	0
4917	TSASIS_2000_A_555	2000	1	ARTICLE	4	4
4918	TYLER_2000_J_369	2000	1	ARTICLE	4	1
4919	UBER_2000_NEW_579	2000	1	CHAPTER	2	1
4920	UETZ_2000_N_623	2000	1	ARTICLE	1	1
4921	UHLENDOR_2000_J_191	2000	1	ARTICLE	4	4
4922	ULLMAN_2000_P_257	2000	1	ARTICLE	4	4
4923	URRY_2000_B_185	2000	1	ARTICLE	0	3
4924	VAHTERA_2000_J_89	2000	1	ARTICLE	4	4
4925	VALDALIS_2000_B_267	2000	1	ARTICLE	1	0
4926	VALENTE_2000_J_299	2000	1	ARTICLE	1	3
4927	VALLEROY_2000_J_198	2000	1	ARTICLE	4	1
4928	VANDERVO_2000_C_229	2000	1	ARTICLE	4	4
4929	VAN_2000_E_429	2000	1	ARTICLE	1	3
4930	VAN_2000_I_148	2000	1	ARTICLE	1	0
4931	VAN_2000_I_199	2000	1	ARTICLE	4	4
4932	VAN_2000_J_619	2000	1	ARTICLE	4	4
4933	VAN_2000_S_141	2000	1	ARTICLE	4	2
4934	VEENSTRA_2000_S_619	2000	1	ARTICLE	4	4
4935	VENKATES_2000_I_342	2000	1	ARTICLE	2	1
4936	VENKATES_2000_M_186	2000	1	ARTICLE	2	1
4937	VENKATRA_2000_FOURTH_449	2000	1	CHAPTER	2	1
4938	VERMANDE_2000_A_11	2000	1	ARTICLE	3	4
4939	VILLAR_2000_B_389	2000	1	ARTICLE	4	3
4940	VON_2000_R_1135	2000	1	ARTICLE	1	0
4941	WALEN_2000_J_5	2000	1	ARTICLE	4	4
4942	WALKER_2000_A_145	2000	1	ARTICLE	4	4
4943	WALLACE_2000_E_1245	2000	1	ARTICLE	1	3
4944	WANBERG_2000_J_491	2000	1	ARTICLE	4	3
4945	WANG_2000_P_525	2000	1	ARTICLE	1	0
4946	WARNER_2000_J_617	2000	1	ARTICLE	4	3
4947	WASKO_2000_J_155	2000	1	ARTICLE	1	0
4948	WASSERMA_2000_ST_285	2000	1	CHAPTER	2	2
4949	WATTS_2000_I_189	2000	1	ARTICLE	4	1
4950	WEISBUCH_2000_I_1263	2000	1	ARTICLE	2	1
4951	WELCH_2000_A_317	2000	1	ARTICLE	4	1
4952	WELLS_2000_S_639	2000	1	ARTICLE	1	0
4953	WENGER_2000_A_161	2000	1	ARTICLE	4	4
4954	WENGER_2000_H_139	2000	1	ARTICLE	1	-1
4955	WENGER_2000_O_225	2000	1	ARTICLE	1	3
4956	WESTPHAL_2000_A_366	2000	1	ARTICLE	4	0
4957	WHATMORE_2000_E_185	2000	1	ARTICLE	1	3
4958	WHITE_2000_P_117	2000	1	ARTICLE	2	0
4959	WHITE_2000_S_337	2000	1	ARTICLE	4	3
4960	WHITWORT_2000_G_431	2000	1	ARTICLE	1	3
4961	WILLER_2000_S_251	2000	1	ARTICLE	3	2
4962	WILLIAMS_2000_N_180	2000	1	ARTICLE	2	1
4963	WILSON_2000_A_215	2000	1	ARTICLE	4	4
4964	WISTER_2000_C_508	2000	1	ARTICLE	4	4
4965	WOLF_2000_J_61	2000	1	ARTICLE	3	1
4966	WOOLCOCK_2000_W_225	2000	1	ARTICLE	1	3
4967	WOO_2000_J	2000	1	BOOK	4	4
4968	WRIGHT_2000_J_100	2000	1	ARTICLE	4	4
4969	WYATT_2000_J_71	2000	1	ARTICLE	1	4
4970	XIANG_2000_L_227	2000	1	ARTICLE	2	1
4971	YAKUBOVI_2000_I_479	2000	1	ARTICLE	1	0
4972	YAMADA_2000_A_449	2000	1	ARTICLE	2	1
4973	YAMAGUCH_2000_S_93	2000	1	ARTICLE	1	2
4974	YAO_2000_PROCEEDINGS_708	2000	1	CHAPTER	1	0
4975	YEUNG_2000_P_301	2000	1	ARTICLE	1	3
4976	YEUNG_2000_P_809	2000	1	ARTICLE	1	3
4977	ZACHARIA_2000_A_881	2000	1	ARTICLE	0	1
4978	ZAHRA_2000_A_925	2000	1	ARTICLE	1	0
4979	ZAJACOVA_2000_S_257	2000	1	ARTICLE	1	3
4980	ZIMMERMA_2000_APPLICATIONS_283	2000	1	CHAPTER	2	3
4981	ABBOTT-C_2001_L_485	2001	1	ARTICLE	1	3
4982	ABRAHAM_2001_K_28	2001	1	ARTICLE	1	0
4983	ABRAMSON_2001_P_10.1103/PhysRevE.63.030901	2001	1	ARTICLE	2	1
4984	ADAMIC_2001_P_10.1103/PhysRevE.64.046135	2001	1	ARTICLE	2	1
4985	ADAMSEN_2001_J_909	2001	1	ARTICLE	1	3
4986	ADLER_2001_O_215	2001	1	ARTICLE	1	0
4987	AGNEW_2001_J_1042	2001	1	ARTICLE	4	3
4988	AGRANOFF_2001_J_295	2001	1	ARTICLE	1	0
4989	AHUJA_2001_S_521	2001	1	ARTICLE	2	0
4990	AJROUCH_2001_J	2001	1	BOOK	4	4
4991	ALAVI_2001_M_107	2001	1	ARTICLE	1	0
4992	ALBARRAC_2001_P_142	2001	1	ARTICLE	2	1
4993	ALBET_2001_N_542	2001	1	ARTICLE	2	1
4994	ALEXANDE_2001_J_22	2001	1	ARTICLE	4	2
4995	ALLEN_2001_E_215	2001	1	ARTICLE	1	0
4996	ALLEN_2001_INTEGRATIVE_3	2001	1	CHAPTER	2	1
4997	ANDERSSO_2001_A_82	2001	1	ARTICLE	1	3
4998	ANNEN_2001_J_319	2001	1	ARTICLE	1	0
4999	ANTONUCC_2001_P_655	2001	1	ARTICLE	4	4
5000	ASHTON_2001_DESIGNING_331	2001	1	CHAPTER	1	0
5001	AUER_2001_JASSS	2001	1	BOOK	2	1
5002	AXTELL_2001_L_33	2001	1	ARTICLE	2	1
5003	AXTELL_2001_S_1818	2001	1	ARTICLE	4	1
5004	BALA_2001_E_101	2001	1	ARTICLE	2	4
5005	BALA_2001_J_153	2001	1	ARTICLE	2	4
5006	BANDURA_2001_A_1	2001	1	ARTICLE	1	4
5007	BANDURA_2001_C_187	2001	1	ARTICLE	4	4
5008	BANDURA_2001_M_265	2001	1	ARTICLE	4	0
5009	BARABASI_2001_P_559	2001	1	ARTICLE	2	1
5010	BARBER_2001_S_213	2001	1	ARTICLE	1	3
5011	BAREISS_2001_N_327	2001	1	ARTICLE	1	3
5012	BARLEY_2001_O_76	2001	1	ARTICLE	1	0
5013	BARNES_2001_A_546	2001	1	ARTICLE	1	3
5014	BASTIDA_2001_J_549	2001	1	ARTICLE	1	3
5015	BAUCHSPI_2001_I_358	2001	1	ARTICLE	0	3
5016	BAXTER_2001_J_173	2001	1	ARTICLE	4	3
5017	BECKER_2001_S_315	2001	1	ARTICLE	1	4
5018	BEJAN_2001_J_305	2001	1	ARTICLE	2	1
5019	BENGTSON_2001_J_1	2001	1	ARTICLE	4	4
5020	BENGTSSO_2001_I_67	2001	1	ARTICLE	4	4
5021	BERGEMAN_2001_I_107	2001	1	ARTICLE	4	4
5022	BERGER_2001_A_245	2001	1	ARTICLE	2	0
5023	BERNERS-_2001_S_34	2001	1	ARTICLE	0	1
5024	BHATTACH_2001_M_351	2001	1	ARTICLE	2	1
5025	BIANCONI_2001_E_436	2001	1	ARTICLE	2	1
5026	BIANCONI_2001_P_5632	2001	1	ARTICLE	2	1
5027	BIANCO_2001_J_85	2001	1	ARTICLE	4	4
5028	BIANCO_2001_R_376	2001	1	ARTICLE	4	4
5029	BIGGART_2001_A_471	2001	1	ARTICLE	1	0
5030	BLOKLAND_2001_I_268	2001	1	ARTICLE	1	3
5031	BLOOM_2001_S_1513	2001	1	ARTICLE	4	4
5032	BLUMBERG_2001_O_825	2001	1	ARTICLE	1	0
5033	BOARDMAN_2001_J_151	2001	1	ARTICLE	4	4
5034	BOLLOBAS_2001_R_279	2001	1	ARTICLE	2	1
5035	BONACICH_2001_S_191	2001	1	ARTICLE	3	2
5036	BONEVA_2001_A_530	2001	1	ARTICLE	4	3
5037	BORSARI_2001_J_391	2001	1	ARTICLE	2	3
5038	BOYD_2001_S_87	2001	1	ARTICLE	2	2
5039	BOZEMAN_2001_I_716	2001	1	ARTICLE	1	0
5040	BRANDES_2001_J_163	2001	1	ARTICLE	2	2
5041	BRAUN_2001_S_499	2001	1	ARTICLE	1	-1
5042	BREIMAN_2001_M_5	2001	1	ARTICLE	4	1
5043	BRENNER_2001_P_591	2001	1	ARTICLE	1	3
5044	BREWER_2001_S_666	2001	1	ARTICLE	4	1
5045	BROCK_2001_R_235	2001	1	ARTICLE	2	4
5046	BROWN_2001_H_1015	2001	1	ARTICLE	1	3
5047	BROWN_2001_O_198	2001	1	ARTICLE	1	0
5048	BRUMMETT_2001_P_267	2001	1	ARTICLE	4	4
5049	BRUSH_2001_A_64	2001	1	ARTICLE	1	0
5050	BRUSILOV_2001_U_87	2001	1	ARTICLE	2	1
5051	BRYANT_2001_J_614	2001	1	ARTICLE	4	3
5052	BRYAN_2001_S_481	2001	1	ARTICLE	4	3
5053	BULLERS_2001_A_181	2001	1	ARTICLE	4	2
5054	BUNNELL_2001_P_569	2001	1	ARTICLE	1	3
5055	BURT_2001_J_619	2001	1	ARTICLE	4	3
5056	BUSCH_2001_KNOWLEDGE_107	2001	1	CHAPTER	3	0
5057	BUTLER_2001_I_346	2001	1	ARTICLE	2	3
5058	BUTTS_2001_S_31	2001	1	ARTICLE	2	2
5059	CABALLER_2001_I_443	2001	1	ARTICLE	1	0
5060	CACIC-KU_2001_D_253	2001	1	ARTICLE	1	3
5061	CALLAWAY_2001_P_10.1103/PhysRevE.64.041902	2001	1	ARTICLE	2	1
5062	CAMPBELL_2001_A_1978	2001	1	ARTICLE	1	3
5063	CAMPBELL_2001_J_329	2001	1	ARTICLE	4	3
5064	CANCHO_2001_P_10.1103/PhysRevE.64.046119	2001	1	ARTICLE	2	1
5065	CANCHO_2001_P_2261	2001	1	ARTICLE	2	1
5066	CAPOCCI_2001_P_10.1103/PhysRevE.64.035105	2001	1	ARTICLE	2	1
5067	CAPOWICH_2001_J_445	2001	1	ARTICLE	4	4
5068	CARPENTE_2001_A_639	2001	1	ARTICLE	1	0
5069	CARPENTE_2001_E_765	2001	1	ARTICLE	1	2
5070	CASTELLI_2001_P_177	2001	1	ARTICLE	4	4
5071	CASTELLS_2001_B_423	2001	1	ARTICLE	1	3
5072	CASTLES_2001_I_13	2001	1	ARTICLE	1	3
5073	CATTELL_2001_S_1501	2001	1	ARTICLE	1	4
5074	CERIA_2001_J_725	2001	1	ARTICLE	4	4
5075	CHANG_2001_W_349	2001	1	ARTICLE	1	0
5076	CHANG_2001_W_39	2001	1	ARTICLE	4	4
5077	CHAPPLE_2001_U_617	2001	1	ARTICLE	4	3
5078	CHI_2001_I_231	2001	1	ARTICLE	4	4
5079	CHOU_2001_I_155	2001	1	ARTICLE	4	4
5080	CHURAKOV_2001_SOTSIOL_99	2001	1	CHAPTER	3	2
5081	CLARK_2001_S_1303	2001	1	ARTICLE	4	4
5082	CLARYSSE_2001_R_275	2001	1	ARTICLE	1	0
5083	COBURN_2001_E_145	2001	1	ARTICLE	1	0
5084	COE_2001_S_80	2001	1	ARTICLE	1	3
5085	COHEN_2001_P_3682	2001	1	ARTICLE	2	1
5086	COHEN_2001_R_5	2001	1	ARTICLE	1	3
5087	COLAROSS_2001_S_233	2001	1	ARTICLE	4	4
5088	COLES_2001_B_580	2001	1	ARTICLE	2	3
5089	CONLEY_2001_A_668	2001	1	ARTICLE	0	4
5090	CONLISK_2001_J_277	2001	1	ARTICLE	1	4
5091	CONNOR_2001_P_263	2001	1	ARTICLE	4	1
5092	CONROY_2001_C_299	2001	1	ARTICLE	4	3
5093	COOPER_2001_M_71	2001	1	ARTICLE	0	3
5094	CRAMTON_2001_O_346	2001	1	ARTICLE	2	3
5095	CRAVEY_2001_S_1763	2001	1	ARTICLE	0	3
5096	CREE_2001_Q_651	2001	1	ARTICLE	4	4
5097	CRESCI_2001_E_281	2001	1	ARTICLE	4	4
5098	CROSS_2001_I_438	2001	1	ARTICLE	1	0
5099	CROSS_2001_O_100	2001	1	ARTICLE	4	0
5100	CROSS_2001_S_215	2001	1	ARTICLE	1	0
5101	CROWLEY_2001_A_813	2001	1	ARTICLE	1	0
5102	DAUTENHA_2001_L_248	2001	1	ARTICLE	1	1
5103	DAVID_2001_O_159	2001	1	ARTICLE	0	3
5104	DAVIS_2001_A_215	2001	1	ARTICLE	4	4
5105	DAVIS_2001_S_368	2001	1	ARTICLE	1	3
5106	DAYAN_2001_J_767	2001	1	ARTICLE	4	4
5107	DECIMO_2001_Q_201	2001	1	ARTICLE	4	2
5108	DEFILIPP_2001_H_781	2001	1	ARTICLE	1	3
5109	DEL_2001_P_407	2001	1	ARTICLE	1	4
5110	DESS_2001_A_446	2001	1	ARTICLE	1	0
5111	DEY_2001_H_97	2001	1	ARTICLE	0	1
5112	DEY_2001_P_4	2001	1	ARTICLE	0	-1
5113	DE_2001_J	2001	1	BOOK	4	4
5114	DIAZ_2001_A_927	2001	1	ARTICLE	4	1
5115	DICKEN_2001_E_345	2001	1	ARTICLE	1	3
5116	DIMAGGIO_2001_A_307	2001	1	ARTICLE	1	3
5117	DINELLO_2001_E_589	2001	1	ARTICLE	1	0
5118	DING_2001_I_817	2001	1	ARTICLE	3	1
5119	DIXON_2001_J_17	2001	1	ARTICLE	4	4
5120	DONNELLY_2001_S_141	2001	1	ARTICLE	1	1
5121	DOREIAN_2001_J_43	2001	1	ARTICLE	3	2
5122	DOREIAN_2001_S_81	2001	1	ARTICLE	3	2
5123	DOROGOVT_2001_P_2603	2001	1	ARTICLE	2	1
